"model","term","estimate","std_error","z_value","p_value"
"nonverb_plus_noise","DefinOfRecindefinite",-0.720737548998274,0.200871842320697,-3.5880466902255,0.000333164637202449
"nonverb_plus_noise","PronomOfRecpronominal",1.53611863976417,0.22890732793477,6.71065733728673,1.93749608041724e-11
"nonverb_plus_noise","LengthOfTheme",0.216775435740286,0.026838598217111,8.07700290405184,6.63779663169005e-16
"nonverb_plus_noise","AnimacyOfThemeinanimate",0.748205618705625,0.481468724985663,1.5540066880313,0.120182821323624
"nonverb_plus_noise","DefinOfThemeindefinite",0.911730461051032,0.194458450352507,4.68856179506872,2.75131836239047e-06
"nonverb_plus_noise","PronomOfThemepronominal",-1.90946252435587,0.25036636016957,-7.62667365960276,2.40888359136751e-14
"nonverb_plus_noise","AccessOfRecgiven",1.22096076662634,0.223736791002979,5.45713005515521,4.83891934273051e-08
"nonverb_plus_noise","AccessOfRecnew",-0.710542260657256,0.250153267550749,-2.84042766106626,0.00450530898213761
"nonverb_plus_noise","AccessOfThemegiven",-0.914756807680114,0.267300101073658,-3.42220898535329,0.000621145509798207
"nonverb_plus_noise","AccessOfThemenew",0.509311520459381,0.190480517082089,2.67382474733564,0.00749916296417917
"nonverb_plus_noise","noise_z",0.0606880939205947,0.0697062985828478,0.870625684542198,0.38395856764347
