"model","term","estimate","std_error","z_value","p_value"
"fake_verb_hierarchical","SemanticClasst",-0.0894101352905305,0.123829018310192,-0.722045095008006,0.470266752872557
"fake_verb_hierarchical","LengthOfRecipient",-0.00191795460604409,0.0267339518306648,-0.0717422780662052,0.942807009796463
"fake_verb_hierarchical","AnimacyOfRecinanimate",-0.34299432079549,0.168538413647134,-2.03511065147208,0.0418397404785196
"fake_verb_hierarchical","DefinOfRecindefinite",-0.0409664147772387,0.148811957076712,-0.275289805886503,0.783093595744593
"fake_verb_hierarchical","PronomOfRecpronominal",-0.0172815845347663,0.148004756961012,-0.116763710096958,0.907047302132284
"fake_verb_hierarchical","LengthOfTheme",-0.00700466068118084,0.0105368294933735,-0.664778782420838,0.506191995440431
"fake_verb_hierarchical","AnimacyOfThemeinanimate",0.181294562824883,0.301305350292253,0.601697124359177,0.547375764524295
"fake_verb_hierarchical","DefinOfThemeindefinite",0.0412819896205993,0.117883692824726,0.350192538352008,0.72619420620223
"fake_verb_hierarchical","PronomOfThemepronominal",-0.278561853386827,0.170137550400403,-1.6372743861144,0.101573150354818
"fake_verb_hierarchical","AccessOfRecgiven",-0.0143640223253384,0.16155476953036,-0.0889111622460587,0.929152512498364
"fake_verb_hierarchical","AccessOfRecnew",0.0016629951584034,0.181169272552059,0.00917923406644762,0.992676133707997
"fake_verb_hierarchical","AccessOfThemegiven",-0.0833316615725999,0.172450343002817,-0.48322119934107,0.628938684527537
"fake_verb_hierarchical","AccessOfThemenew",-0.157827560929066,0.104440701174782,-1.51116910508807,0.130745371653151
